Sorted by #instances in descending order.
diff of #instances	diff of #bytes	class name
0					0				com.gemstone.java.util.concurrent.SynchronousQueueNoSpin$TransferStack
0					0				com.gemstone.gemfire.internal.util.concurrent.ReentrantSemaphore
0					0				java.util.concurrent.ConcurrentHashMap$KeySet
0					0				com.gemstone.gemfire.internal.tcp.Buffers$BBSoftReference
0					0				com.gemstone.gemfire.internal.cache.PRHARedundancyProvider
0					0				com.gemstone.gemfire.internal.cache.DiskWriteAttributesImpl
0					0				java.net.SocketInputStream
0					0				java.util.IdentityHashMap
0					0				[Ljava.lang.reflect.Type;
0					0				sun.nio.ch.SocketChannelImpl$1
0					0				java.util.concurrent.ScheduledThreadPoolExecutor
0					0				com.gemstone.gemfire.internal.cache.TXManagerImpl
0					0				com.gemstone.gemfire.internal.ManagerLogWriter
0					0				java.util.Arrays$ArrayList
0					0				com.gemstone.gemfire.distributed.internal.membership.MemberAttributes
0					0				java.util.WeakHashMap$Entry
0					0				java.net.Socket
0					0				java.security.BasicPermissionCollection
0					0				sun.misc.Launcher$AppClassLoader
0					0				com.gemstone.org.jgroups.util.List$Element
0					0				sun.reflect.generics.tree.ClassSignature
0					0				java.util.regex.Pattern$2
0					0				[[Ljava.lang.String;
0					0				sun.misc.Launcher$ExtClassLoader
0					0				com.gemstone.gemfire.internal.cache.CacheDistributionAdvisor$CacheProfile
0					0				com.gemstone.org.jgroups.protocols.AUTH
0					0				com.gemstone.gemfire.internal.cache.control.ResourceAdvisor
0					0				java.io.FilePermissionCollection
0					0				[Lcom.gemstone.gemfire.internal.sequencelog.GraphType;
0					0				java.util.regex.Pattern$BitClass
0					0				sun.nio.ch.ServerSocketAdaptor
0					0				java.net.DatagramSocket
0					0				com.gemstone.gemfire.internal.util.concurrent.StoppableReentrantReadWriteLock
0					0				com.gemstone.gemfire.internal.cache.persistence.PersistenceAdvisorImpl$ProfileChangeListener
0					0				com.gemstone.gemfire.internal.sequencelog.GraphType
0					0				com.gemstone.gemfire.distributed.internal.ThrottlingMemLinkedQueueWithDMStats
0					0				java.io.InvalidClassException
0					0				com.gemstone.gemfire.internal.cache.FilterProfile$IDMap
0					0				java.io.ExpiringCache
0					0				com.gemstone.gemfire.internal.cache.InMemoryPersistentMemberView
0					0				com.gemstone.gemfire.pdx.internal.PeerTypeRegistration
0					0				com.gemstone.gemfire.distributed.internal.locks.GrantorInfo
0					0				com.gemstone.org.jgroups.stack.GossipClient
0					0				[Ljava.security.Principal;
0					0				com.gemstone.gemfire.internal.cache.CachePerfStats
0					0				com.gemstone.gemfire.cache.Scope
0					0				com.gemstone.gemfire.internal.util.concurrent.StoppableReentrantReadWriteLock$StoppableReadLock
0					0				sun.management.GarbageCollectorImpl
0					0				com.gemstone.gemfire.cache.ExpirationAction
0					0				java.security.ProtectionDomain$Key
0					0				com.gemstone.gemfire.internal.util.concurrent.StoppableReentrantReadWriteLock$StoppableWriteLock
0					0				[Lsun.security.jca.ProviderConfig;
0					0				[Lsun.reflect.generics.tree.ClassTypeSignature;
0					0				com.gemstone.org.jgroups.util.AckCollector
0					0				com.gemstone.gemfire.cache.LossAction
0					0				com.gemstone.gemfire.internal.ObjIdConcurrentMap
0					0				com.gemstone.org.jgroups.protocols.UNICAST$Entry
0					0				java.security.SecureRandom
0					0				com.gemstone.gemfire.internal.stats50.VMStats50
0					0				java.security.MessageDigest$Delegate
0					0				com.gemstone.gemfire.internal.cache.CacheServerLauncher$Status
0					0				[Lcom.gemstone.gemfire.internal.admin.ListenerIdMap$Entry;
0					0				com.gemstone.gemfire.internal.cache.TXManagerImpl$1
0					0				java.util.ResourceBundle$RBClassLoader
0					0				[Ljava.lang.Runnable;
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.ClientHealthMonitor
0					0				com.gemstone.gemfire.internal.GemFireVersion
0					0				com.gemstone.org.jgroups.protocols.PingWaiter
0					0				com.gemstone.gemfire.pdx.internal.TypeRegistry
0					0				[F
0					0				[Ljava.io.File;
0					0				com.gemstone.gemfire.internal.cache.TXEntryState
0					0				java.net.Proxy$Type
0					0				java.text.AttributedCharacterIterator$Attribute
0					0				com.gemstone.gemfire.cache.query.internal.index.IndexManager
0					0				sun.reflect.generics.scope.ClassScope
0					0				com.gemstone.gemfire.cache.server.internal.LoadMonitor
0					0				com.gemstone.gemfire.cache.EvictionAction
0					0				com.gemstone.gemfire.internal.tools.gfsh.app.GfshVersion
0					0				com.springsource.vfabric.licensing.client.LocalVliCheckLicenseProvider
0					0				[Lcom.gemstone.gemfire.internal.cache.control.MemoryEventType;
0					0				com.gemstone.gemfire.SystemFailure$2
0					0				java.text.DateFormatSymbols
0					0				sun.security.jca.ProviderList
0					0				com.gemstone.gemfire.internal.concurrent.ConcurrentLinkedQueue5
0					0				com.gemstone.gemfire.internal.util.concurrent.StoppableReentrantLock
0					0				com.springsource.vfabric.licensing.state.LicenseState
0					0				com.springsource.vfabric.licensing.events.Event$EventSeverity
0					0				java.io.FileInputStream
0					0				com.gemstone.gemfire.distributed.DurableClientAttributes
0					0				[Lsun.reflect.generics.tree.FormalTypeParameter;
0					0				sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
0					0				com.gemstone.gemfire.distributed.internal.ProcessorKeeper21
0					0				com.gemstone.gemfire.internal.admin.SSLConfig
0					0				java.lang.ref.ReferenceQueue$Null
0					0				com.gemstone.gemfire.internal.OneTaskOnlyExecutor
0					0				com.gemstone.org.jgroups.stack.AckSenderWindow
0					0				[Ljava.math.RoundingMode;
0					0				java.util.BitSet
0					0				java.lang.management.MemoryType
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockLogWriter
0					0				com.gemstone.gemfire.distributed.internal.deadlock.UnsafeThreadLocal
0					0				com.gemstone.gemfire.internal.jndi.ContextImpl
0					0				java.util.regex.Pattern$BnM
0					0				com.gemstone.gemfire.internal.tcp.Stub
0					0				com.gemstone.gemfire.internal.cache.LocalRegion$IteratorType
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION
0					0				java.nio.charset.CodingErrorAction
0					0				com.gemstone.org.jgroups.protocols.pbcast.ClientGmsImpl
0					0				java.io.BufferedOutputStream
0					0				[Ljava.nio.channels.SelectionKey;
0					0				java.lang.management.ManagementPermission
0					0				[Lcom.gemstone.gemfire.cache.client.ClientRegionShortcut;
0					0				com.gemstone.gemfire.internal.licensing.ServerLicenseChecker
0					0				com.gemstone.gemfire.internal.tcp.ConnectionTable
0					0				com.springsource.vfabric.licensing.client.LicensePool
0					0				com.gemstone.gemfire.internal.cache.EventTracker$ExpiryTask
0					0				java.util.regex.Pattern$All
0					0				com.gemstone.org.jgroups.util.GemFireTracer$1
0					0				java.lang.Boolean
0					0				com.gemstone.gemfire.internal.util.VersionedArrayList
0					0				sun.reflect.generics.factory.CoreReflectionFactory
0					0				java.util.regex.Pattern$Slice
0					0				java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
0					0				sun.security.provider.SecureRandom
0					0				com.gemstone.gemfire.internal.cache.Node
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
0					0				com.gemstone.gemfire.internal.cache.CacheServerLauncher
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$PRIdMap
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.CacheClientNotifier$3
0					0				com.gemstone.gemfire.internal.admin.remote.RemoteTransportConfig
0					0				sun.nio.cs.StandardCharsets$Cache
0					0				com.gemstone.gemfire.internal.security.SecurityLocalLogWriter
0					0				com.gemstone.org.jgroups.protocols.pbcast.GMS$ViewHandler
0					0				java.lang.ProcessEnvironment
0					0				com.springsource.vfabric.licensing.client.MasterLicenseManager
0					0				com.gemstone.gemfire.internal.cache.lru.HeapEvictor
0					0				sun.nio.cs.StandardCharsets$Classes
0					0				com.gemstone.gemfire.internal.tcp.Connection$2
0					0				com.gemstone.gemfire.distributed.internal.direct.DirectChannel
0					0				com.gemstone.gemfire.internal.SocketCreator
0					0				[Lcom.gemstone.gemfire.cache.DataPolicy;
0					0				com.springsource.vfabric.licensing.client.MasterLicenseManager$1
0					0				com.gemstone.org.jgroups.stack.GossipClient$Refresher
0					0				[Ljava.lang.management.MemoryPoolMXBean;
0					0				com.gemstone.gemfire.internal.cache.ControllerAdvisor$ControllerProfile
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$SerialQueuedExecutorPool
0					0				[Ljava.util.concurrent.TimeUnit;
0					0				sun.nio.cs.StandardCharsets$Aliases
0					0				com.gemstone.gemfire.distributed.internal.membership.NetView
0					0				[Lcom.gemstone.gemfire.cache.EvictionAlgorithm;
0					0				com.gemstone.org.jgroups.protocols.PingSender
0					0				java.lang.management.MemoryUsage
0					0				java.util.ResourceBundle$1
0					0				com.gemstone.gemfire.internal.GemFireStatSampler$LocalLongStatListenerImpl
0					0				com.gemstone.org.jgroups.oswego.concurrent.CopyOnWriteArrayList
0					0				com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$ReaderLock
0					0				com.springsource.vfabric.licensing.client.LocalStateManager
0					0				[Lcom.gemstone.gemfire.cache.ExpirationAction;
0					0				com.gemstone.org.jgroups.util.TimeScheduler
0					0				java.nio.ByteOrder
0					0				java.util.regex.Pattern$SliceU
0					0				java.nio.charset.CoderResult
0					0				com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolver
0					0				com.gemstone.gemfire.internal.concurrent.CopyOnWriteArraySet5
0					0				sun.misc.Signal
0					0				[Lcom.gemstone.gemfire.cache.Scope;
0					0				sun.misc.SoftCache
0					0				com.gemstone.gemfire.cache.InterestPolicy
0					0				com.gemstone.gemfire.distributed.internal.ServerLocation
0					0				sun.misc.NativeSignalHandler
0					0				com.gemstone.org.jgroups.Membership
0					0				[Ljava.lang.ClassLoader;
0					0				com.gemstone.gemfire.internal.licensing.VFabricLicenseEngine
0					0				com.gemstone.gemfire.internal.admin.remote.DistributionLocatorId
0					0				sun.nio.ch.ServerSocketChannelImpl$1
0					0				sun.security.jca.ProviderList$3
0					0				java.net.DatagramPacket
0					0				com.gemstone.gemfire.internal.jta.TransactionManagerImpl
0					0				com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$1
0					0				com.gemstone.gemfire.internal.cache.ForceReattemptException
0					0				java.util.regex.Pattern$CharPropertyNames$19
0					0				com.gemstone.org.jgroups.stack.AckReceiverWindow
0					0				com.gemstone.org.jgroups.util.ExposedBufferedInputStream
0					0				java.util.TreeSet
0					0				java.io.BufferedInputStream
0					0				com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BufferHandler
0					0				sun.nio.cs.ext.ExtendedCharsets
0					0				java.net.InetAddress$Cache$Type
0					0				com.gemstone.gemfire.internal.cache.PartitionRegionConfigValidator
0					0				com.gemstone.gemfire.distributed.internal.locks.LockGrantorId
0					0				com.gemstone.org.jgroups.conf.ClassConfigurator
0					0				[Ljava.security.cert.Certificate;
0					0				com.gemstone.gemfire.internal.concurrent.ReentrantLock5$C5
0					0				com.gemstone.org.jgroups.protocols.FD_SOCK$ServerSocketHandler
0					0				java.util.regex.Pattern$CharPropertyNames$9
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$2
0					0				[Ljava.lang.OutOfMemoryError;
0					0				com.gemstone.org.jgroups.Event
0					0				java.net.InetAddress$Cache
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$AdvisorListener
0					0				com.gemstone.org.jgroups.protocols.pbcast.ParticipantGmsImpl
0					0				sun.misc.URLClassPath$FileLoader
0					0				com.gemstone.gemfire.internal.licensing.ClientLicenseService
0					0				sun.reflect.generics.reflectiveObjects.TypeVariableImpl
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$3
0					0				com.gemstone.gemfire.internal.cache.ClientSubscriptionConfigImpl
0					0				com.springsource.vfabric.licensing.state.ComponentInstance
0					0				com.gemstone.org.jgroups.oswego.concurrent.WriterPreferenceReadWriteLock$WriterLock
0					0				com.gemstone.gemfire.distributed.internal.locks.GrantorRequestProcessor$GrantorRequestContext
0					0				java.text.DontCareFieldPosition
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegionStats
0					0				[Ljava.lang.ref.SoftReference;
0					0				java.lang.InheritableThreadLocal
0					0				[Lcom.gemstone.gemfire.cache.LossAction;
0					0				com.gemstone.gemfire.cache.ResumptionAction
0					0				[Ljava.net.InetSocketAddress;
0					0				java.util.regex.Pattern$Begin
0					0				com.gemstone.gemfire.internal.util.concurrent.StoppableCondition
0					0				com.springsource.vfabric.licensing.client.ActivatedLicense
0					0				java.io.DataInputStream
0					0				com.gemstone.gemfire.internal.cache.tier.CachedRegionHelper
0					0				java.lang.ref.Reference
0					0				com.gemstone.gemfire.distributed.internal.FlowControlParams
0					0				[Lcom.gemstone.gemfire.cache.EvictionAction;
0					0				com.gemstone.gemfire.internal.cache.CacheConfig
0					0				sun.nio.cs.UTF_8
0					0				com.gemstone.gemfire.internal.UniqueIdGenerator
0					0				[Ljava.lang.management.MemoryManagerMXBean;
0					0				[Lcom.gemstone.gemfire.internal.InternalDataSerializer$SERIALIZATION_VERSION;
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$6
0					0				[Lcom.gemstone.gemfire.cache.InterestPolicy;
0					0				com.gemstone.gemfire.internal.NanoTimer
0					0				com.gemstone.org.jgroups.protocols.FD_SOCK$BroadcastTask
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$4
0					0				java.util.RegularEnumSet
0					0				com.gemstone.gemfire.internal.sequencelog.SequenceLoggerImpl
0					0				sun.nio.cs.ISO_8859_1
0					0				com.gemstone.gemfire.internal.ClassPathLoader
0					0				com.gemstone.gemfire.internal.cache.DynamicRegionFactoryImpl
0					0				com.gemstone.gemfire.internal.cache.PoolManagerImpl
0					0				com.gemstone.gemfire.internal.cache.ReliableMessageQueueFactoryImpl
0					0				com.gemstone.org.jgroups.util.ExposedDataOutputStream
0					0				com.springsource.vfabric.licensing.state.InstanceState
0					0				[Ljava.util.regex.Pattern;
0					0				com.gemstone.gemfire.internal.cache.ProxyRegionMap
0					0				java.util.Collections$SynchronizedSortedSet
0					0				sun.nio.cs.ext.MS932
0					0				[Lcom.springsource.vfabric.licensing.events.Event$EventSeverity;
0					0				com.gemstone.org.jgroups.protocols.FD$HeartbeatSender
0					0				com.gemstone.gemfire.distributed.internal.PooledExecutorWithDMStats$BlockHandler
0					0				javax.naming.InitialContext
0					0				com.gemstone.gemfire.cache.server.internal.ServerMetricsImpl
0					0				sun.management.MemoryManagerImpl
0					0				com.gemstone.org.jgroups.util.CondVar
0					0				[Ljava.lang.management.MemoryType;
0					0				sun.net.www.protocol.jar.Handler
0					0				com.gemstone.org.jgroups.util.ExposedByteArrayInputStream
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$1
0					0				[Ljava.net.Proxy$Type;
0					0				sun.nio.cs.StandardCharsets
0					0				java.io.WinNTFileSystem
0					0				java.net.ServerSocket
0					0				sun.management.MemoryImpl
0					0				com.gemstone.gemfire.distributed.internal.locks.ElderState
0					0				java.util.concurrent.DelayQueue
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$7
0					0				com.gemstone.gemfire.internal.tcp.TCPConduit$1
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$8
0					0				[Lcom.gemstone.gemfire.internal.licensing.ComponentType;
0					0				[Lcom.gemstone.gemfire.internal.cache.LocalRegion$IteratorType;
0					0				com.gemstone.org.jgroups.util.ExposedBufferedOutputStream
0					0				java.util.regex.Pattern$7
0					0				[Ljava.net.InetAddress$Cache$Type;
0					0				com.gemstone.gemfire.internal.cache.xmlcache.CacheXmlPropertyResolverHelper
0					0				com.gemstone.gemfire.internal.admin.ListenerIdMap
0					0				sun.management.VMManagementImpl
0					0				sun.nio.cs.US_ASCII
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$2
0					0				com.gemstone.gemfire.internal.cache.lru.HeapEvictor$2
0					0				java.net.InetAddress
0					0				[Lcom.gemstone.gemfire.cache.ResumptionAction;
0					0				com.gemstone.gemfire.internal.cache.persistence.PersistentMemberManager
0					0				java.util.Collections$SynchronizedList
0					0				com.gemstone.gemfire.cache.server.ServerLoad
0					0				java.lang.Throwable
0					0				com.gemstone.gemfire.internal.SecurityLogWriter
0					0				java.util.PriorityQueue
0					0				com.gemstone.org.jgroups.protocols.PingRsp
0					0				java.lang.reflect.ReflectPermission
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$5
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$25
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$12
0					0				java.util.regex.Pattern$LastNode
0					0				com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$1
0					0				com.gemstone.gemfire.internal.ManagerLogWriter$7
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$3
0					0				com.gemstone.org.jgroups.protocols.FRAG2$FragmentationList
0					0				[Lsun.reflect.generics.tree.FieldTypeSignature;
0					0				java.util.regex.Pattern$CharPropertyNames$7
0					0				java.util.regex.Pattern$CharPropertyNames$20
0					0				sun.net.ProgressMonitor
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$5
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CRASH
0					0				com.gemstone.gemfire.distributed.internal.ReplyProcessor21$2
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_DEPARTURE
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_INVALIDATE
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockStats
0					0				com.gemstone.gemfire.internal.cache.PartitionedRegion$1
0					0				java.util.regex.Pattern$CharPropertyNames$21
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.AcceptorImpl$4
0					0				com.gemstone.org.jgroups.protocols.VIEW_SYNC$ViewSendTask
0					0				sun.net.spi.DefaultProxySelector
0					0				java.util.regex.Pattern$CharPropertyNames$18
0					0				quitada.MyLikeFunctionService
0					0				[Lcom.gemstone.gemfire.internal.cache.tier.sockets.ServerConnection;
0					0				com.gemstone.gemfire.internal.StatisticsTypeFactoryImpl
0					0				java.util.Collections$EmptyMap
0					0				com.gemstone.gemfire.internal.cache.InitialImageOperation$1
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_GAIN
0					0				sun.nio.ch.SocketDispatcher
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$2
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$2
0					0				java.util.Collections$SingletonList
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$24
0					0				java.util.regex.Pattern$CharPropertyNames$8
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$6
0					0				com.gemstone.gemfire.distributed.internal.InternalDistributedSystem$Stopper
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$8
0					0				com.gemstone.org.jgroups.util.ExposedByteArrayOutputStream
0					0				[Ljava.io.ObjectStreamClass$ClassDataSlot;
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$4
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_UPDATE
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_DESTROY
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$16
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_ROLE_LOSS
0					0				java.util.concurrent.Semaphore
0					0				[Ljava.security.Provider;
0					0				java.util.regex.Pattern$CharPropertyNames$17
0					0				com.gemstone.gemfire.distributed.internal.deadlock.MessageDependencyMonitor
0					0				java.util.concurrent.TimeUnit$1
0					0				java.util.Collections$EmptyList
0					0				java.util.regex.Pattern$CharPropertyNames$6
0					0				com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$Puller
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REMOTE_REGION_CREATE
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_CREATE
0					0				com.gemstone.gemfire.internal.cache.TXReservationMgr
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$4
0					0				com.gemstone.gemfire.internal.admin.remote.RemoteGfManagerAgent$1
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_LIVE
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$7
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$13
0					0				com.gemstone.gemfire.internal.cache.control.ResourceManagerStats$2
0					0				com.gemstone.gemfire.internal.cache.ExpirationScheduler
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$13
0					0				com.gemstone.org.jgroups.protocols.UDP$UcastReceiver
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$MyListener
0					0				com.gemstone.gemfire.internal.cache.control.InternalResourceManager$LocalHeapStatListener
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$36
0					0				com.gemstone.gemfire.internal.cache.PRHARedundancyProvider$PRMembershipListener
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$6
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$28
0					0				com.gemstone.gemfire.internal.cache.AbstractBridgeServer$1
0					0				[Ljava.lang.reflect.TypeVariable;
0					0				java.nio.channels.spi.AbstractSelector$1
0					0				com.gemstone.gemfire.pdx.internal.PeerTypeRegistration$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$15
0					0				java.util.concurrent.TimeUnit$2
0					0				java.net.Proxy
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$30
0					0				com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$8$1
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$3
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$3
0					0				java.util.regex.Pattern$CharPropertyNames$16
0					0				[Lcom.gemstone.org.jgroups.protocols.FD_SOCK$ClientConnectionHandler;
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockService$DLockStopper
0					0				com.gemstone.org.jgroups.protocols.FD$Broadcaster
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGISTER_DATASERIALIZER
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_CREATE
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$17
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$11
0					0				com.gemstone.org.jgroups.protocols.pbcast.STABLE$StableTask
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$1
0					0				java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
0					0				com.springsource.vfabric.licensing.events.EventManager
0					0				com.gemstone.gemfire.distributed.internal.locks.DLockGrantor$1
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$11
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$5
0					0				[Ljava.text.FieldPosition;
0					0				java.io.ByteArrayOutputStream
0					0				com.gemstone.gemfire.internal.tcp.TCPConduit$Stopper
0					0				java.util.regex.Pattern$CharPropertyNames$10
0					0				java.util.TreeMap$KeySet
0					0				java.util.concurrent.TimeUnit$3
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$MemberEventInvoker
0					0				com.gemstone.gemfire.internal.cache.CachePerfStats$2
0					0				com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$23
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$14
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$1
0					0				com.gemstone.gemfire.internal.cache.ha.HAContainerMap
0					0				com.gemstone.gemfire.internal.cache.tier.sockets.CacheClientNotifierStats
0					0				com.gemstone.gemfire.internal.licensing.LicenseChecker$DefaultUnlicensedPeerLimiter
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$Stopper
0					0				com.gemstone.org.jgroups.util.TimeScheduler$TaskQueue
0					0				java.text.DontCareFieldPosition$1
0					0				sun.nio.ch.Util$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$37
0					0				[Lcom.gemstone.gemfire.cache.partition.PartitionListener;
0					0				java.util.regex.Pattern$5
0					0				com.gemstone.org.jgroups.util.TimeScheduler$Loop
0					0				com.gemstone.gemfire.internal.i18n.AbstractStringIdResourceBundle
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$2
0					0				[Lcom.gemstone.gemfire.internal.cache.GatewayHubImpl;
0					0				com.gemstone.gemfire.internal.cache.EnumListenerEvent$AFTER_REGION_DESTROY
0					0				com.sun.naming.internal.VersionHelper12
0					0				java.text.MessageFormat$Field
0					0				com.gemstone.gemfire.internal.cache.tier.InternalBridgeMembership$6
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$8
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$35
0					0				sun.misc.Launcher
0					0				com.gemstone.gemfire.distributed.internal.ReplyProcessor21$1
0					0				[Ljava.lang.Enum;
0					0				sun.management.ThreadImpl
0					0				java.util.regex.Pattern$CharPropertyNames$15
0					0				com.gemstone.gemfire.internal.CopyOnWriteHashSet
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$22
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$5$1
0					0				java.util.regex.Pattern$CharProperty$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$38
0					0				java.util.concurrent.TimeUnit$4
0					0				com.gemstone.gemfire.internal.licensing.LogWriterAdapter
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$9
0					0				sun.jkernel.DownloadManager$1
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$4
0					0				com.gemstone.gemfire.pdx.internal.WeakConcurrentIdentityHashMap
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$18
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$7
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$12
0					0				sun.misc.FloatingDecimal$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$27
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$34
0					0				com.gemstone.gemfire.distributed.internal.DistributionManager$4$1
0					0				com.gemstone.org.jgroups.stack.Configurator
0					0				java.security.Policy$PolicyInfo
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$31
0					0				com.gemstone.gemfire.internal.cache.control.InternalResourceManager$2
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$3
0					0				com.gemstone.gemfire.internal.cache.control.MemoryEventType$1
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$39
0					0				com.gemstone.gemfire.internal.tcp.TCPConduit$2
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$6
0					0				java.util.regex.Pattern$CharPropertyNames$14
0					0				java.lang.Shutdown$Lock
0					0				com.gemstone.gemfire.distributed.internal.membership.jgroup.JGroupMembershipManager$MyDCReceiver
0					0				com.gemstone.org.jgroups.protocols.TP$IncomingMessageHandler
0					0				com.gemstone.gemfire.internal.WindowsProcessStats$1
0					0				java.util.regex.Pattern$CharPropertyNames$11
0					0				sun.reflect.generics.tree.FormalTypeParameter
0					0				com.gemstone.gemfire.internal.cache.GridAdvisor$GridProfileId
0					0				com.gemstone.gemfire.internal.InternalDataSerializer$33
0					0				sun.management.ClassLoadingImpl
0					0				java.util.concurrent.TimeUnit$5
0					0				[Ljava.lang.StackTraceElement;
0					0				com.gemstone.gemfire.distributed.internal.DistributionStats$3
0					0				java.util.regex.Pattern$Node
0					0				java.security.Policy$UnsupportedEmptyCollection
